Year,State,CoC Number,CoC Name,Measures,Count
1/1/2012,CA,CA-523,"Colusa, Glenn, Trinity Counties CoC",Sheltered Homeless,164
1/1/2012,CA,CA-523,"Colusa, Glenn, Trinity Counties CoC",Sheltered Homeless Individuals,78
1/1/2012,CA,CA-523,"Colusa, Glenn, Trinity Counties CoC",Sheltered Homeless People in Families,86
1/1/2012,CA,CA-523,"Colusa, Glenn, Trinity Counties CoC",Sheltered Homeless Veterans,21
1/1/2012,CA,CA-523,"Colusa, Glenn, Trinity Counties CoC",Total Homeless,303
1/1/2012,CA,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unsheltered Homeless,139
1/1/2012,CA,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unsheltered Homeless Individuals,107
1/1/2012,CA,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unsheltered Homeless People in Families,32
1/1/2012,CA,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unsheltered Homeless Veterans,11
1/1/2012,CA,CA-524,Yuba City & County/Sutter County CoC,Homeless Individuals,311
1/1/2012,CA,CA-524,Yuba City & County/Sutter County CoC,Homeless People in Families,181
1/1/2012,CA,CA-524,Yuba City & County/Sutter County CoC,Homeless Veterans,23
1/1/2012,CA,CA-524,Yuba City & County/Sutter County CoC,Sheltered Homeless,272
1/1/2012,CA,CA-524,Yuba City & County/Sutter County CoC,Sheltered Homeless Individuals,149
1/1/2012,CA,CA-524,Yuba City & County/Sutter County CoC,Sheltered Homeless People in Families,123
1/1/2012,CA,CA-524,Yuba City & County/Sutter County CoC,Sheltered Homeless Veterans,20
1/1/2012,CA,CA-524,Yuba City & County/Sutter County CoC,Total Homeless,492
1/1/2012,CA,CA-524,Yuba City & County/Sutter County CoC,Unsheltered Homeless,220
1/1/2012,CA,CA-524,Yuba City & County/Sutter County CoC,Unsheltered Homeless Individuals,162
1/1/2012,CA,CA-524,Yuba City & County/Sutter County CoC,Unsheltered Homeless People in Families,58
1/1/2012,CA,CA-524,Yuba City & County/Sutter County CoC,Unsheltered Homeless Veterans,3
1/1/2012,CA,CA-525,El Dorado County CoC,Homeless Individuals,155
1/1/2012,CA,CA-525,El Dorado County CoC,Homeless People in Families,62
1/1/2012,CA,CA-525,El Dorado County CoC,Homeless Veterans,10
1/1/2012,CA,CA-525,El Dorado County CoC,Sheltered Homeless,180
1/1/2012,CA,CA-525,El Dorado County CoC,Sheltered Homeless Individuals,124
1/1/2012,CA,CA-525,El Dorado County CoC,Sheltered Homeless People in Families,56
1/1/2012,CA,CA-525,El Dorado County CoC,Sheltered Homeless Veterans,9
1/1/2012,CA,CA-525,El Dorado County CoC,Total Homeless,217
1/1/2012,CA,CA-525,El Dorado County CoC,Unsheltered Homeless,37
1/1/2012,CA,CA-525,El Dorado County CoC,Unsheltered Homeless Individuals,31
1/1/2012,CA,CA-525,El Dorado County CoC,Unsheltered Homeless People in Families,6
1/1/2012,CA,CA-525,El Dorado County CoC,Unsheltered Homeless Veterans,1
1/1/2012,CA,CA-526,"Amador, Calaveras, Tuolumne and Mariposa Counties CoC",Homeless Individuals,204
1/1/2012,CA,CA-526,"Amador, Calaveras, Tuolumne and Mariposa Counties CoC",Homeless People in Families,175
1/1/2012,CA,CA-526,"Amador, Calaveras, Tuolumne and Mariposa Counties CoC",Homeless Veterans,24
1/1/2012,CA,CA-526,"Amador, Calaveras, Tuolumne and Mariposa Counties CoC",Sheltered Homeless,110
1/1/2012,CA,CA-526,"Amador, Calaveras, Tuolumne and Mariposa Counties CoC",Sheltered Homeless Individuals,43
1/1/2012,CA,CA-526,"Amador, Calaveras, Tuolumne and Mariposa Counties CoC",Sheltered Homeless People in Families,67
1/1/2012,CA,CA-526,"Amador, Calaveras, Tuolumne and Mariposa Counties CoC",Sheltered Homeless Veterans,6
1/1/2012,CA,CA-526,"Amador, Calaveras, Tuolumne and Mariposa Counties CoC",Total Homeless,379
1/1/2012,CA,CA-526,"Amador, Calaveras, Tuolumne and Mariposa Counties CoC",Unsheltered Homeless,269
1/1/2012,CA,CA-526,"Amador, Calaveras, Tuolumne and Mariposa Counties CoC",Unsheltered Homeless Individuals,161
1/1/2012,CA,CA-526,"Amador, Calaveras, Tuolumne and Mariposa Counties CoC",Unsheltered Homeless People in Families,108
1/1/2012,CA,CA-526,"Amador, Calaveras, Tuolumne and Mariposa Counties CoC",Unsheltered Homeless Veterans,18
1/1/2012,CA,CA-528,Del Norte County CoC,Homeless Individuals,305
1/1/2012,CA,CA-528,Del Norte County CoC,Homeless People in Families,132
1/1/2012,CA,CA-528,Del Norte County CoC,Homeless Veterans,10
1/1/2012,CA,CA-528,Del Norte County CoC,Sheltered Homeless,16
1/1/2012,CA,CA-528,Del Norte County CoC,Sheltered Homeless Individuals,0
1/1/2012,CA,CA-528,Del Norte County CoC,Sheltered Homeless People in Families,16
1/1/2012,CA,CA-528,Del Norte County CoC,Sheltered Homeless Veterans,0
1/1/2012,CA,CA-528,Del Norte County CoC,Total Homeless,437
1/1/2012,CA,CA-528,Del Norte County CoC,Unsheltered Homeless,421
1/1/2012,CA,CA-528,Del Norte County CoC,Unsheltered Homeless Individuals,305
1/1/2012,CA,CA-528,Del Norte County CoC,Unsheltered Homeless People in Families,116
1/1/2012,CA,CA-528,Del Norte County CoC,Unsheltered Homeless Veterans,10
1/1/2012,CA,CA-600,Los Angeles City & County CoC,Homeless Individuals,"24,609"
1/1/2012,CA,CA-600,Los Angeles City & County CoC,Homeless People in Families,"6,944"
1/1/2012,CA,CA-600,Los Angeles City & County CoC,Homeless Veterans,"4,521"
1/1/2012,CA,CA-600,Los Angeles City & County CoC,Sheltered Homeless,"13,813"
1/1/2012,CA,CA-600,Los Angeles City & County CoC,Sheltered Homeless Individuals,"8,833"
1/1/2012,CA,CA-600,Los Angeles City & County CoC,Sheltered Homeless People in Families,"4,980"
1/1/2012,CA,CA-600,Los Angeles City & County CoC,Sheltered Homeless Veterans,"1,483"
1/1/2012,CA,CA-600,Los Angeles City & County CoC,Total Homeless,"31,553"
1/1/2012,CA,CA-600,Los Angeles City & County CoC,Unsheltered Homeless,"17,740"
1/1/2012,CA,CA-600,Los Angeles City & County CoC,Unsheltered Homeless Individuals,"15,776"
1/1/2012,CA,CA-600,Los Angeles City & County CoC,Unsheltered Homeless People in Families,"1,964"
1/1/2012,CA,CA-600,Los Angeles City & County CoC,Unsheltered Homeless Veterans,"3,038"
1/1/2012,CA,CA-601,San Diego City and County CoC,Homeless Individuals,"7,755"
1/1/2012,CA,CA-601,San Diego City and County CoC,Homeless People in Families,"2,258"
1/1/2012,CA,CA-601,San Diego City and County CoC,Homeless Veterans,"1,753"
1/1/2012,CA,CA-601,San Diego City and County CoC,Sheltered Homeless,"4,371"
1/1/2012,CA,CA-601,San Diego City and County CoC,Sheltered Homeless Individuals,"2,759"
1/1/2012,CA,CA-601,San Diego City and County CoC,Sheltered Homeless People in Families,"1,612"
1/1/2012,CA,CA-601,San Diego City and County CoC,Sheltered Homeless Veterans,831
1/1/2012,CA,CA-601,San Diego City and County CoC,Total Homeless,"10,013"
1/1/2012,CA,CA-601,San Diego City and County CoC,Unsheltered Homeless,"5,642"
1/1/2012,CA,CA-601,San Diego City and County CoC,Unsheltered Homeless Individuals,"4,996"
1/1/2012,CA,CA-601,San Diego City and County CoC,Unsheltered Homeless People in Families,646
1/1/2012,CA,CA-601,San Diego City and County CoC,Unsheltered Homeless Veterans,922
1/1/2012,CA,CA-602,Santa Ana/Anaheim/Orange County CoC,Homeless Individuals,"5,257"
1/1/2012,CA,CA-602,Santa Ana/Anaheim/Orange County CoC,Homeless People in Families,"1,753"
1/1/2012,CA,CA-602,Santa Ana/Anaheim/Orange County CoC,Homeless Veterans,869
1/1/2012,CA,CA-602,Santa Ana/Anaheim/Orange County CoC,Sheltered Homeless,"2,738"
1/1/2012,CA,CA-602,Santa Ana/Anaheim/Orange County CoC,Sheltered Homeless Individuals,"1,007"
1/1/2012,CA,CA-602,Santa Ana/Anaheim/Orange County CoC,Sheltered Homeless People in Families,"1,731"
1/1/2012,CA,CA-602,Santa Ana/Anaheim/Orange County CoC,Sheltered Homeless Veterans,109
1/1/2012,CA,CA-602,Santa Ana/Anaheim/Orange County CoC,Total Homeless,"7,010"
1/1/2012,CA,CA-602,Santa Ana/Anaheim/Orange County CoC,Unsheltered Homeless,"4,272"
1/1/2012,CA,CA-602,Santa Ana/Anaheim/Orange County CoC,Unsheltered Homeless Individuals,"4,250"
1/1/2012,CA,CA-602,Santa Ana/Anaheim/Orange County CoC,Unsheltered Homeless People in Families,22
1/1/2012,CA,CA-602,Santa Ana/Anaheim/Orange County CoC,Unsheltered Homeless Veterans,760
1/1/2012,CA,CA-603,Santa Maria/Santa Barbara County CoC,Homeless Individuals,"1,318"
1/1/2012,CA,CA-603,Santa Maria/Santa Barbara County CoC,Homeless People in Families,228
1/1/2012,CA,CA-603,Santa Maria/Santa Barbara County CoC,Homeless Veterans,173
1/1/2012,CA,CA-603,Santa Maria/Santa Barbara County CoC,Sheltered Homeless,678
1/1/2012,CA,CA-603,Santa Maria/Santa Barbara County CoC,Sheltered Homeless Individuals,493
1/1/2012,CA,CA-603,Santa Maria/Santa Barbara County CoC,Sheltered Homeless People in Families,185
1/1/2012,CA,CA-603,Santa Maria/Santa Barbara County CoC,Sheltered Homeless Veterans,85
1/1/2012,CA,CA-603,Santa Maria/Santa Barbara County CoC,Total Homeless,"1,546"
1/1/2012,CA,CA-603,Santa Maria/Santa Barbara County CoC,Unsheltered Homeless,868
1/1/2012,CA,CA-603,Santa Maria/Santa Barbara County CoC,Unsheltered Homeless Individuals,825
1/1/2012,CA,CA-603,Santa Maria/Santa Barbara County CoC,Unsheltered Homeless People in Families,43
1/1/2012,CA,CA-603,Santa Maria/Santa Barbara County CoC,Unsheltered Homeless Veterans,88
1/1/2012,CA,CA-604,Bakersfield/Kern County CoC,Homeless Individuals,"1,146"
1/1/2012,CA,CA-604,Bakersfield/Kern County CoC,Homeless People in Families,206
1/1/2012,CA,CA-604,Bakersfield/Kern County CoC,Homeless Veterans,172
1/1/2012,CA,CA-604,Bakersfield/Kern County CoC,Sheltered Homeless,519
1/1/2012,CA,CA-604,Bakersfield/Kern County CoC,Sheltered Homeless Individuals,357
1/1/2012,CA,CA-604,Bakersfield/Kern County CoC,Sheltered Homeless People in Families,162
1/1/2012,CA,CA-604,Bakersfield/Kern County CoC,Sheltered Homeless Veterans,78
1/1/2012,CA,CA-604,Bakersfield/Kern County CoC,Total Homeless,"1,352"
1/1/2012,CA,CA-604,Bakersfield/Kern County CoC,Unsheltered Homeless,833
1/1/2012,CA,CA-604,Bakersfield/Kern County CoC,Unsheltered Homeless Individuals,789
1/1/2012,CA,CA-604,Bakersfield/Kern County CoC,Unsheltered Homeless People in Families,44
1/1/2012,CA,CA-604,Bakersfield/Kern County CoC,Unsheltered Homeless Veterans,94
1/1/2012,CA,CA-606,Long Beach CoC,Homeless Individuals,"2,609"
1/1/2012,CA,CA-606,Long Beach CoC,Homeless People in Families,561
1/1/2012,CA,CA-606,Long Beach CoC,Homeless Veterans,629
1/1/2012,CA,CA-606,Long Beach CoC,Sheltered Homeless,967
1/1/2012,CA,CA-606,Long Beach CoC,Sheltered Homeless Individuals,673
1/1/2012,CA,CA-606,Long Beach CoC,Sheltered Homeless People in Families,294
1/1/2012,CA,CA-606,Long Beach CoC,Sheltered Homeless Veterans,320
1/1/2012,CA,CA-606,Long Beach CoC,Total Homeless,"3,170"
1/1/2012,CA,CA-606,Long Beach CoC,Unsheltered Homeless,"2,203"
1/1/2012,CA,CA-606,Long Beach CoC,Unsheltered Homeless Individuals,"1,936"
1/1/2012,CA,CA-606,Long Beach CoC,Unsheltered Homeless People in Families,267
1/1/2012,CA,CA-606,Long Beach CoC,Unsheltered Homeless Veterans,309
1/1/2012,CA,CA-607,Pasadena CoC,Homeless Individuals,779
1/1/2012,CA,CA-607,Pasadena CoC,Homeless People in Families,125
1/1/2012,CA,CA-607,Pasadena CoC,Homeless Veterans,52
1/1/2012,CA,CA-607,Pasadena CoC,Sheltered Homeless,467
1/1/2012,CA,CA-607,Pasadena CoC,Sheltered Homeless Individuals,348
1/1/2012,CA,CA-607,Pasadena CoC,Sheltered Homeless People in Families,119
1/1/2012,CA,CA-607,Pasadena CoC,Sheltered Homeless Veterans,5
1/1/2012,CA,CA-607,Pasadena CoC,Total Homeless,904
1/1/2012,CA,CA-607,Pasadena CoC,Unsheltered Homeless,437
1/1/2012,CA,CA-607,Pasadena CoC,Unsheltered Homeless Individuals,431
1/1/2012,CA,CA-607,Pasadena CoC,Unsheltered Homeless People in Families,6
1/1/2012,CA,CA-607,Pasadena CoC,Unsheltered Homeless Veterans,47
1/1/2012,CA,CA-608,Riverside City & County CoC,Homeless Individuals,"5,605"
1/1/2012,CA,CA-608,Riverside City & County CoC,Homeless People in Families,491
1/1/2012,CA,CA-608,Riverside City & County CoC,Homeless Veterans,912
1/1/2012,CA,CA-608,Riverside City & County CoC,Sheltered Homeless,"1,006"
1/1/2012,CA,CA-608,Riverside City & County CoC,Sheltered Homeless Individuals,546
1/1/2012,CA,CA-608,Riverside City & County CoC,Sheltered Homeless People in Families,460
1/1/2012,CA,CA-608,Riverside City & County CoC,Sheltered Homeless Veterans,98
1/1/2012,CA,CA-608,Riverside City & County CoC,Total Homeless,"6,096"
1/1/2012,CA,CA-608,Riverside City & County CoC,Unsheltered Homeless,"5,090"
1/1/2012,CA,CA-608,Riverside City & County CoC,Unsheltered Homeless Individuals,"5,059"
1/1/2012,CA,CA-608,Riverside City & County CoC,Unsheltered Homeless People in Families,31
1/1/2012,CA,CA-608,Riverside City & County CoC,Unsheltered Homeless Veterans,814
1/1/2012,CA,CA-609,San Bernardino City & County CoC,Homeless Individuals,"1,781"
1/1/2012,CA,CA-609,San Bernardino City & County CoC,Homeless People in Families,751
1/1/2012,CA,CA-609,San Bernardino City & County CoC,Homeless Veterans,224
1/1/2012,CA,CA-609,San Bernardino City & County CoC,Sheltered Homeless,840
1/1/2012,CA,CA-609,San Bernardino City & County CoC,Sheltered Homeless Individuals,415
1/1/2012,CA,CA-609,San Bernardino City & County CoC,Sheltered Homeless People in Families,425
1/1/2012,CA,CA-609,San Bernardino City & County CoC,Sheltered Homeless Veterans,58
1/1/2012,CA,CA-609,San Bernardino City & County CoC,Total Homeless,"2,532"
1/1/2012,CA,CA-609,San Bernardino City & County CoC,Unsheltered Homeless,"1,692"
1/1/2012,CA,CA-609,San Bernardino City & County CoC,Unsheltered Homeless Individuals,"1,366"
1/1/2012,CA,CA-609,San Bernardino City & County CoC,Unsheltered Homeless People in Families,326
1/1/2012,CA,CA-609,San Bernardino City & County CoC,Unsheltered Homeless Veterans,166
1/1/2012,CA,CA-611,Oxnard/San Buenaventura/Ventura County CoC,Homeless Individuals,"1,627"
1/1/2012,CA,CA-611,Oxnard/San Buenaventura/Ventura County CoC,Homeless People in Families,299
1/1/2012,CA,CA-611,Oxnard/San Buenaventura/Ventura County CoC,Homeless Veterans,134
1/1/2012,CA,CA-611,Oxnard/San Buenaventura/Ventura County CoC,Sheltered Homeless,683
1/1/2012,CA,CA-611,Oxnard/San Buenaventura/Ventura County CoC,Sheltered Homeless Individuals,423
1/1/2012,CA,CA-611,Oxnard/San Buenaventura/Ventura County CoC,Sheltered Homeless People in Families,260
1/1/2012,CA,CA-611,Oxnard/San Buenaventura/Ventura County CoC,Sheltered Homeless Veterans,26
1/1/2012,CA,CA-611,Oxnard/San Buenaventura/Ventura County CoC,Total Homeless,"1,926"
1/1/2012,CA,CA-611,Oxnard/San Buenaventura/Ventura County CoC,Unsheltered Homeless,"1,243"
1/1/2012,CA,CA-611,Oxnard/San Buenaventura/Ventura County CoC,Unsheltered Homeless Individuals,"1,204"
1/1/2012,CA,CA-611,Oxnard/San Buenaventura/Ventura County CoC,Unsheltered Homeless People in Families,39
1/1/2012,CA,CA-611,Oxnard/San Buenaventura/Ventura County CoC,Unsheltered Homeless Veterans,108
1/1/2012,CA,CA-612,Glendale CoC,Homeless Individuals,165
1/1/2012,CA,CA-612,Glendale CoC,Homeless People in Families,134
1/1/2012,CA,CA-612,Glendale CoC,Homeless Veterans,14
1/1/2012,CA,CA-612,Glendale CoC,Sheltered Homeless,179
1/1/2012,CA,CA-612,Glendale CoC,Sheltered Homeless Individuals,45
1/1/2012,CA,CA-612,Glendale CoC,Sheltered Homeless People in Families,134
1/1/2012,CA,CA-612,Glendale CoC,Sheltered Homeless Veterans,4
1/1/2012,CA,CA-612,Glendale CoC,Total Homeless,299
1/1/2012,CA,CA-612,Glendale CoC,Unsheltered Homeless,120
1/1/2012,CA,CA-612,Glendale CoC,Unsheltered Homeless Individuals,120
1/1/2012,CA,CA-612,Glendale CoC,Unsheltered Homeless People in Families,0
1/1/2012,CA,CA-612,Glendale CoC,Unsheltered Homeless Veterans,10
1/1/2012,CA,CA-613,Imperial County CoC,Homeless Individuals,158
1/1/2012,CA,CA-613,Imperial County CoC,Homeless People in Families,81
1/1/2012,CA,CA-613,Imperial County CoC,Homeless Veterans,6
1/1/2012,CA,CA-613,Imperial County CoC,Sheltered Homeless,136
1/1/2012,CA,CA-613,Imperial County CoC,Sheltered Homeless Individuals,55
1/1/2012,CA,CA-613,Imperial County CoC,Sheltered Homeless People in Families,81
1/1/2012,CA,CA-613,Imperial County CoC,Sheltered Homeless Veterans,0
1/1/2012,CA,CA-613,Imperial County CoC,Total Homeless,239
1/1/2012,CA,CA-613,Imperial County CoC,Unsheltered Homeless,103
1/1/2012,CA,CA-613,Imperial County CoC,Unsheltered Homeless Individuals,103
1/1/2012,CA,CA-613,Imperial County CoC,Unsheltered Homeless People in Families,0
1/1/2012,CA,CA-613,Imperial County CoC,Unsheltered Homeless Veterans,6
1/1/2012,CA,CA-614,San Luis Obispo County CoC,Homeless Individuals,"1,752"
1/1/2012,CA,CA-614,San Luis Obispo County CoC,Homeless People in Families,377
1/1/2012,CA,CA-614,San Luis Obispo County CoC,Homeless Veterans,225
1/1/2012,CA,CA-614,San Luis Obispo County CoC,Sheltered Homeless,228
1/1/2012,CA,CA-614,San Luis Obispo County CoC,Sheltered Homeless Individuals,138
1/1/2012,CA,CA-614,San Luis Obispo County CoC,Sheltered Homeless People in Families,90
1/1/2012,CA,CA-614,San Luis Obispo County CoC,Sheltered Homeless Veterans,14
1/1/2012,CA,CA-614,San Luis Obispo County CoC,Total Homeless,"2,129"
1/1/2012,CA,CA-614,San Luis Obispo County CoC,Unsheltered Homeless,"1,901"
1/1/2012,CA,CA-614,San Luis Obispo County CoC,Unsheltered Homeless Individuals,"1,614"
1/1/2012,CA,CA-614,San Luis Obispo County CoC,Unsheltered Homeless People in Families,287
1/1/2012,CA,CA-614,San Luis Obispo County CoC,Unsheltered Homeless Veterans,211
1/1/2012,CO,CO-500,Colorado Balance of State CoC,Homeless Individuals,"1,615"
1/1/2012,CO,CO-500,Colorado Balance of State CoC,Homeless People in Families,"7,668"
1/1/2012,CO,CO-500,Colorado Balance of State CoC,Homeless Veterans,572
1/1/2012,CO,CO-500,Colorado Balance of State CoC,Sheltered Homeless,"1,015"
1/1/2012,CO,CO-500,Colorado Balance of State CoC,Sheltered Homeless Individuals,295
1/1/2012,CO,CO-500,Colorado Balance of State CoC,Sheltered Homeless People in Families,720
1/1/2012,CO,CO-500,Colorado Balance of State CoC,Sheltered Homeless Veterans,77
1/1/2012,CO,CO-500,Colorado Balance of State CoC,Total Homeless,"9,283"
1/1/2012,CO,CO-500,Colorado Balance of State CoC,Unsheltered Homeless,"8,268"
1/1/2012,CO,CO-500,Colorado Balance of State CoC,Unsheltered Homeless Individuals,"1,320"
1/1/2012,CO,CO-500,Colorado Balance of State CoC,Unsheltered Homeless People in Families,"6,948"
1/1/2012,CO,CO-500,Colorado Balance of State CoC,Unsheltered Homeless Veterans,495
1/1/2012,CO,CO-503,Metropolitan Denver Homeless Initiative,Homeless Individuals,"2,677"
1/1/2012,CO,CO-503,Metropolitan Denver Homeless Initiative,Homeless People in Families,"3,681"
1/1/2012,CO,CO-503,Metropolitan Denver Homeless Initiative,Homeless Veterans,710
1/1/2012,CO,CO-503,Metropolitan Denver Homeless Initiative,Sheltered Homeless,"5,394"
1/1/2012,CO,CO-503,Metropolitan Denver Homeless Initiative,Sheltered Homeless Individuals,"2,014"
1/1/2012,CO,CO-503,Metropolitan Denver Homeless Initiative,Sheltered Homeless People in Families,"3,380"
1/1/2012,CO,CO-503,Metropolitan Denver Homeless Initiative,Sheltered Homeless Veterans,601
1/1/2012,CO,CO-503,Metropolitan Denver Homeless Initiative,Total Homeless,"6,358"
1/1/2012,CO,CO-503,Metropolitan Denver Homeless Initiative,Unsheltered Homeless,964
1/1/2012,CO,CO-503,Metropolitan Denver Homeless Initiative,Unsheltered Homeless Individuals,663
1/1/2012,CO,CO-503,Metropolitan Denver Homeless Initiative,Unsheltered Homeless People in Families,301
1/1/2012,CO,CO-503,Metropolitan Denver Homeless Initiative,Unsheltered Homeless Veterans,109
1/1/2012,CO,CO-504,Colorado Springs/El Paso County CoC,Homeless Individuals,809
1/1/2012,CO,CO-504,Colorado Springs/El Paso County CoC,Homeless People in Families,318
1/1/2012,CO,CO-504,Colorado Springs/El Paso County CoC,Homeless Veterans,230
1/1/2012,CO,CO-504,Colorado Springs/El Paso County CoC,Sheltered Homeless,851
1/1/2012,CO,CO-504,Colorado Springs/El Paso County CoC,Sheltered Homeless Individuals,538
1/1/2012,CO,CO-504,Colorado Springs/El Paso County CoC,Sheltered Homeless People in Families,313
1/1/2012,CO,CO-504,Colorado Springs/El Paso County CoC,Sheltered Homeless Veterans,122
1/1/2012,CO,CO-504,Colorado Springs/El Paso County CoC,Total Homeless,"1,127"
1/1/2012,CO,CO-504,Colorado Springs/El Paso County CoC,Unsheltered Homeless,276
1/1/2012,CO,CO-504,Colorado Springs/El Paso County CoC,Unsheltered Homeless Individuals,271
1/1/2012,CO,CO-504,Colorado Springs/El Paso County CoC,Unsheltered Homeless People in Families,5
1/1/2012,CO,CO-504,Colorado Springs/El Paso County CoC,Unsheltered Homeless Veterans,108
1/1/2012,CT,CT-503,Bridgeport/Norwalk /Stamford/Fairfield County CoC,Homeless Individuals,587
1/1/2012,CT,CT-503,Bridgeport/Norwalk /Stamford/Fairfield County CoC,Homeless People in Families,315
1/1/2012,CT,CT-503,Bridgeport/Norwalk /Stamford/Fairfield County CoC,Homeless Veterans,80
1/1/2012,CT,CT-503,Bridgeport/Norwalk /Stamford/Fairfield County CoC,Sheltered Homeless,741
1/1/2012,CT,CT-503,Bridgeport/Norwalk /Stamford/Fairfield County CoC,Sheltered Homeless Individuals,438
1/1/2012,CT,CT-503,Bridgeport/Norwalk /Stamford/Fairfield County CoC,Sheltered Homeless People in Families,303
1/1/2012,CT,CT-503,Bridgeport/Norwalk /Stamford/Fairfield County CoC,Sheltered Homeless Veterans,66
1/1/2012,CT,CT-503,Bridgeport/Norwalk /Stamford/Fairfield County CoC,Total Homeless,902
1/1/2012,CT,CT-503,Bridgeport/Norwalk /Stamford/Fairfield County CoC,Unsheltered Homeless,161
1/1/2012,CT,CT-503,Bridgeport/Norwalk /Stamford/Fairfield County CoC,Unsheltered Homeless Individuals,149
1/1/2012,CT,CT-503,Bridgeport/Norwalk /Stamford/Fairfield County CoC,Unsheltered Homeless People in Families,12
1/1/2012,CT,CT-503,Bridgeport/Norwalk /Stamford/Fairfield County CoC,Unsheltered Homeless Veterans,14
1/1/2012,CT,CT-505,Connecticut Balance of State CoC,Homeless Individuals,"2,319"
1/1/2012,CT,CT-505,Connecticut Balance of State CoC,Homeless People in Families,988
1/1/2012,CT,CT-505,Connecticut Balance of State CoC,Homeless Veterans,252
1/1/2012,CT,CT-505,Connecticut Balance of State CoC,Sheltered Homeless,"2,773"
1/1/2012,CT,CT-505,Connecticut Balance of State CoC,Sheltered Homeless Individuals,"1,814"
1/1/2012,CT,CT-505,Connecticut Balance of State CoC,Sheltered Homeless People in Families,959
1/1/2012,CT,CT-505,Connecticut Balance of State CoC,Sheltered Homeless Veterans,219
1/1/2012,CT,CT-505,Connecticut Balance of State CoC,Total Homeless,"3,307"
1/1/2012,CT,CT-505,Connecticut Balance of State CoC,Unsheltered Homeless,534
1/1/2012,CT,CT-505,Connecticut Balance of State CoC,Unsheltered Homeless Individuals,505
1/1/2012,CT,CT-505,Connecticut Balance of State CoC,Unsheltered Homeless People in Families,29
1/1/2012,CT,CT-505,Connecticut Balance of State CoC,Unsheltered Homeless Veterans,33
1/1/2012,DC,DC-500,District of Columbia CoC,Homeless Individuals,"3,767"
1/1/2012,DC,DC-500,District of Columbia CoC,Homeless People in Families,"3,187"
1/1/2012,DC,DC-500,District of Columbia CoC,Homeless Veterans,531
1/1/2012,DC,DC-500,District of Columbia CoC,Sheltered Homeless,"6,275"
1/1/2012,DC,DC-500,District of Columbia CoC,Sheltered Homeless Individuals,"3,088"
1/1/2012,DC,DC-500,District of Columbia CoC,Sheltered Homeless People in Families,"3,187"
1/1/2012,DC,DC-500,District of Columbia CoC,Sheltered Homeless Veterans,466
1/1/2012,DC,DC-500,District of Columbia CoC,Total Homeless,"6,954"
1/1/2012,DC,DC-500,District of Columbia CoC,Unsheltered Homeless,679
1/1/2012,DC,DC-500,District of Columbia CoC,Unsheltered Homeless Individuals,679
1/1/2012,DC,DC-500,District of Columbia CoC,Unsheltered Homeless People in Families,0
1/1/2012,DC,DC-500,District of Columbia CoC,Unsheltered Homeless Veterans,65
1/1/2012,DE,DE-500,Delaware Statewide CoC,Homeless Individuals,611
1/1/2012,DE,DE-500,Delaware Statewide CoC,Homeless People in Families,397
1/1/2012,DE,DE-500,Delaware Statewide CoC,Homeless Veterans,66
1/1/2012,DE,DE-500,Delaware Statewide CoC,Sheltered Homeless,986
1/1/2012,DE,DE-500,Delaware Statewide CoC,Sheltered Homeless Individuals,589
1/1/2012,DE,DE-500,Delaware Statewide CoC,Sheltered Homeless People in Families,397
1/1/2012,DE,DE-500,Delaware Statewide CoC,Sheltered Homeless Veterans,64
1/1/2012,DE,DE-500,Delaware Statewide CoC,Total Homeless,"1,008"
1/1/2012,DE,DE-500,Delaware Statewide CoC,Unsheltered Homeless,22
1/1/2012,DE,DE-500,Delaware Statewide CoC,Unsheltered Homeless Individuals,22
1/1/2012,DE,DE-500,Delaware Statewide CoC,Unsheltered Homeless People in Families,0
1/1/2012,DE,DE-500,Delaware Statewide CoC,Unsheltered Homeless Veterans,2
1/1/2012,FL,FL-500,"Sarasota/Bradenton/Manatee, Sarasota Counties CoC",Homeless Individuals,733
1/1/2012,FL,FL-500,"Sarasota/Bradenton/Manatee, Sarasota Counties CoC",Homeless People in Families,188
1/1/2012,FL,FL-500,"Sarasota/Bradenton/Manatee, Sarasota Counties CoC",Homeless Veterans,96
1/1/2012,FL,FL-500,"Sarasota/Bradenton/Manatee, Sarasota Counties CoC",Sheltered Homeless,664
1/1/2012,FL,FL-500,"Sarasota/Bradenton/Manatee, Sarasota Counties CoC",Sheltered Homeless Individuals,499
1/1/2012,FL,FL-500,"Sarasota/Bradenton/Manatee, Sarasota Counties CoC",Sheltered Homeless People in Families,165
1/1/2012,FL,FL-500,"Sarasota/Bradenton/Manatee, Sarasota Counties CoC",Sheltered Homeless Veterans,55
1/1/2012,FL,FL-500,"Sarasota/Bradenton/Manatee, Sarasota Counties CoC",Total Homeless,921
1/1/2012,FL,FL-500,"Sarasota/Bradenton/Manatee, Sarasota Counties CoC",Unsheltered Homeless,257
1/1/2012,FL,FL-500,"Sarasota/Bradenton/Manatee, Sarasota Counties CoC",Unsheltered Homeless Individuals,234
1/1/2012,FL,FL-500,"Sarasota/Bradenton/Manatee, Sarasota Counties CoC",Unsheltered Homeless People in Families,23
